id,documentId,it,ru,fontSize,correctAnswer,answerTime,createdAt,updatedAt,publishedAt,locale
1,"iart8ejpdvlkqodaahfbnhxo","padre","отец",16,true,30,"2025-04-16T09:44:02.597Z","2025-04-20T16:55:40.219Z","",""
3,"fe7v6ry84b6nflk8apccgj5r","madre","мать",16,true,30,"2025-04-16T09:44:37.461Z","2025-04-20T16:55:34.975Z","",""
5,"uih11trqsp3sqfjjoyvv76ok","marito","муж",16,true,30,"2025-04-16T09:44:59.659Z","2025-04-20T16:55:36.926Z","",""
7,"khz6t60vpskuzh7ihq7g8pwq","moglie","жена",16,true,30,"2025-04-16T09:45:22.344Z","2025-04-16T09:51:11.989Z","",""
9,"wrdx7xp8is5a2gm6gtdaz9hl","figlio","сын",16,true,30,"2025-04-16T09:45:48.160Z","2025-04-20T16:55:32.917Z","",""
11,"mt5k81oe9p3j70s0bepjtyds","figlia","дочь",16,true,30,"2025-04-16T09:46:23.041Z","2025-04-20T16:55:31.467Z","",""
13,"iszgcsserm8ksc0aej7h553b","nonno","дед",16,true,30,"2025-04-16T09:46:38.046Z","2025-04-20T16:55:38.246Z","",""
15,"ftpc9jllsbaswo3tx2dd3h4t","nonna","бабушка",16,true,30,"2025-04-16T09:46:53.902Z","2025-04-16T09:47:36.237Z","",""
25,"qexpryqsw0615pkng4vg5g8t","figlia","бабушка",16,false,30,"2025-04-16T09:48:43.617Z","2025-04-20T16:55:32.148Z","",""
27,"p24fj1qtasx3fj8psyi0ma8w","figlio","муж",16,false,30,"2025-04-16T09:49:28.812Z","2025-04-20T16:55:33.644Z","",""
29,"e9tnau61pueqp0yy6yvu990x","madre","муж",16,false,30,"2025-04-16T09:49:55.461Z","2025-04-20T16:55:35.606Z","",""
31,"xntq0w3vbhh56aoytifh0w6e","marito","мать",16,false,30,"2025-04-16T09:50:20.299Z","2025-04-20T16:55:36.306Z","",""
35,"yapcv1fi5vkl1b673dkp6qmp","moglie","мать",16,true,30,"2025-04-16T09:52:00.521Z","2025-04-16T09:52:03.323Z","",""
37,"xgayxcwhl6oo7rncw8ootjt7","nonno","дед",16,true,30,"2025-04-16T09:53:09.619Z","2025-04-16T09:53:09.619Z","",""
39,"pe0yhz1vxg4sn2osdouf85l2","nonna","бабушка",16,true,30,"2025-04-16T09:53:37.733Z","2025-04-16T09:53:37.733Z","",""
41,"a0m04seo8slus1svki1jlhwn","suocero","тесть, свекор",16,true,30,"2025-04-16T09:54:03.114Z","2025-04-20T16:55:43.682Z","",""
43,"ggzs620the09u8uul9fn2tt7","suocera","теща, свекровь",16,true,30,"2025-04-16T09:54:25.186Z","2025-04-20T16:55:42.960Z","",""
45,"fkzxiccrsecurgh42w0e64d5","zio","дядя",16,true,30,"2025-04-16T09:54:41.963Z","2025-04-20T16:55:44.308Z","",""
47,"k8ub56pn8wntptlx9e9ldwmf","zia","тетя",16,true,30,"2025-04-16T09:54:55.892Z","2025-04-20T16:56:31.903Z","",""
50,"y302mo6fmtyzsd86a2r1s5dw","fratello","брат",16,true,30,"2025-04-16T09:55:13.598Z","2025-04-20T16:55:34.300Z","",""
52,"mniuup9w1y18jyshrabxtjk7","sorella","сестра",16,true,30,"2025-04-16T09:55:39.233Z","2025-04-20T16:55:42.238Z","",""
54,"fqtga6nrr39wb06vixg6o62b","medico","врач",16,true,30,"2025-04-16T11:59:11.196Z","2025-04-20T16:55:37.552Z","",""
56,"tbcu59xycyk3tm61yfdqqb66","operaio","рабочий",16,true,30,"2025-04-16T11:59:34.427Z","2025-04-20T16:55:38.901Z","",""
58,"d74eg88g5ag5vze2drtr32om","operaio","остановка",16,false,30,"2025-04-16T12:01:12.766Z","2025-04-20T16:55:39.579Z","",""
60,"ynmn2xme54lufdvckl7w4l21","posta","паста",16,false,30,"2025-04-16T12:03:56.892Z","2025-04-20T16:55:40.920Z","",""
62,"kxozq383wdxeu2jt30fhbq29","posta","почта",16,true,30,"2025-04-16T12:04:18.514Z","2025-04-20T16:55:41.575Z","",""
85,"iw9bdtl778oes2s31co2c67c","salve ","здравствуйте",16,true,30,"2025-04-19T18:41:52.399Z","2025-04-20T16:55:45.005Z","",""
87,"x98sez94pfgfhqewo9ke7zvi","salve ","знакомство",16,false,30,"2025-04-19T18:44:12.567Z","2025-04-20T16:55:45.724Z","",""
89,"ett4lwc1crldhaizk9g4rhvb"," prego","не за что ",16,true,30,"2025-04-19T18:45:21.722Z","2025-04-20T16:55:46.431Z","",""
91,"nkzyvquw24vdnilz120g4zfq","prego","пожалуйста",16,false,30,"2025-04-19T18:46:43.980Z","2025-04-20T16:55:47.149Z","",""
93,"p3yp43ezo95gkf5fe7bewpzh","Buonanotte ","Говорят перед сном, как «спокойной ночи».",16,true,30,"2025-04-19T18:48:33.166Z","2025-04-20T16:55:47.983Z","",""
95,"ehnfvdt854b38gwqmdf3klxl","Buonanotte — [буонанóттэ]","пожелание",16,false,30,"2025-04-19T18:49:50.052Z","2025-04-20T16:55:48.613Z","",""
97,"c1eilrzt5mqm2bh7bbs5pl9v","Piacere di conoscerti "," Приятно познакомиться",16,true,30,"2025-04-19T18:50:57.762Z","2025-04-20T16:55:49.322Z","",""
99,"nli43vyxr0njmrv9gdj2ra0o","Piacere di conoscerti ","знакомство",16,"",30,"2025-04-19T18:52:14.007Z","2025-04-20T16:55:50.020Z","",""
101,"ia4e1cs9ljiwd4ipwya6ne8v"," Di niente","Не за что ",16,true,30,"2025-04-19T18:54:08.015Z","2025-04-20T16:55:50.647Z","",""
103,"mn6p4ctpfun19z8obhbxxyf7"," Per favore ","Пожалуйста ",16,true,30,"2025-04-19T18:55:17.173Z","2025-04-20T16:55:51.336Z","",""
105,"fj5tohuno62042kpgcein8f5","Per favore ","благодарность",16,"",30,"2025-04-19T18:56:05.101Z","2025-04-20T16:55:51.948Z","",""
107,"eesf8uh3ilinzg60dzzw5rfn","Ciao! ","Привет и пока",16,true,30,"2025-04-19T18:57:28.309Z","2025-04-20T16:55:52.570Z","",""
109,"inv369n0fmbz2uisno7k1y4q","Ciao! ","приветствие",16,"",30,"2025-04-19T18:58:20.543Z","2025-04-20T16:55:53.294Z","",""
111,"lt3qykowgn2bhnlpmfvylr6j","Come stai? "," Как дела?",16,true,30,"2025-04-19T18:59:32.939Z","2025-04-20T16:55:53.912Z","",""
113,"m3dfhwggv126kzbu39x6x44f","Come stai? ","идти",16,"",30,"2025-04-19T19:00:19.509Z","2025-04-20T16:55:54.556Z","",""
115,"ygxq22eddxv58ucf58i3atvy","Bene, grazie! ","Хорошо, спасибо!",16,true,30,"2025-04-19T19:01:30.409Z","2025-04-20T16:55:55.248Z","",""
117,"hpqjzvimpikygcso9awkh57u","Bene, grazie!","согласие",16,"",30,"2025-04-19T19:02:35.386Z","2025-04-20T16:55:55.965Z","",""
119,"obpw4l38pojmgfolsww1rip0","Mi chiamo Dasha "," Меня зовут Даша",16,true,30,"2025-04-19T19:03:41.791Z","2025-04-20T16:55:56.588Z","",""
121,"ccwu0d9ju6yozlbyx4m3c63q","Mi chiamo Dasha ","моя подруга Даша",16,"",30,"2025-04-19T19:04:44.067Z","2025-04-20T16:55:57.238Z","",""
123,"ycrt4vnbpgi7h5d873sh2mx5","Sono di Russia ","Я из России",16,true,30,"2025-04-19T19:05:40.546Z","2025-04-20T16:55:57.869Z","",""
125,"cxxf7ac3saczkpzpojff9w2u","Sono di Russia ","жить в России",16,"",30,"2025-04-19T19:06:53.504Z","2025-04-20T16:55:58.499Z","",""
127,"yk7yrg2w2o4y94opikc09f0w","Buongiorno ","Доброе утро / День",16,true,30,"2025-04-19T19:08:16.434Z","2025-04-20T16:55:59.139Z","",""
129,"a0jok45rvj92ogl366ky7lcf","Buongiorno ","поездка",16,"",30,"2025-04-19T19:09:26.323Z","2025-04-20T16:55:59.847Z","",""
131,"e36hycmfd2a4c081i64asmdr","Buonasera ","Добрый вечер",16,true,30,"2025-04-19T19:10:34.886Z","2025-04-20T16:56:00.525Z","",""
133,"v7zrul0p0zn89d4qs8p5pj28","Buonasera ","ночь",16,"",30,"2025-04-19T19:11:20.047Z","2025-04-20T16:56:01.201Z","",""
135,"an4e5z6inrbb4p0b8mv5pxb8","Buonanotte ","Спокойной ночи",16,true,30,"2025-04-19T19:12:58.380Z","2025-04-20T16:56:01.918Z","",""
137,"i8gtww0ib286q6iqgwtr2u8c","Buonanotte ","прогулка",16,"",30,"2025-04-19T19:13:55.712Z","2025-04-20T16:56:02.564Z","",""
139,"o62viz00lswk2w5is5yrhms8","Come ti chiami?"," Как тебя зовут",16,true,30,"2025-04-19T19:15:25.431Z","2025-04-20T16:56:03.205Z","",""
141,"qcay85xj78fpu35r8zud357e","Come ti chiami? ","заинтересованность",16,"",30,"2025-04-19T19:16:16.599Z","2025-04-20T16:56:03.945Z","",""
143,"ym0jp1yp01t6odqwbifvqrpm","Piacere ","Приятно познакомиться",16,true,30,"2025-04-19T19:19:27.631Z","2025-04-20T16:56:04.572Z","",""
145,"vw9mhrad3kzifb8gdp7rtedn","Piacere ","встреча",16,"",30,"2025-04-19T19:21:27.705Z","2025-04-20T16:56:05.200Z","",""
147,"rjr9xjws1rb9bfuq9261gz37","Come stai?","Как дела?",16,true,30,"2025-04-19T19:23:47.288Z","2025-04-20T16:56:05.901Z","",""
149,"w7qhlmrv0suh9sfu0so06lti","Come stai?","интерес",16,"",30,"2025-04-19T19:24:54.019Z","2025-04-20T16:56:06.546Z","",""
151,"y6phdl5zio9tfgzppdghosyr","Sto bene, grazie ","Хорошо, спасибо",16,true,30,"2025-04-19T19:26:17.011Z","2025-04-20T16:56:07.192Z","",""
153,"khunc95hs3q4zf2b2ocorrp1","Sto bene, grazie ","согласие",16,"",30,"2025-04-19T19:27:20.603Z","2025-04-20T16:56:07.835Z","",""
155,"rlixctmyanhkht2qq733jqex","E tu? ","А ты?",16,true,30,"2025-04-19T19:28:32.877Z","2025-04-20T16:56:08.467Z","",""
157,"tnfpz99wiq3jc0sa958vdcfu","E tu? ","вопрос",16,"",30,"2025-04-19T19:29:22.645Z","2025-04-20T16:56:09.087Z","",""
159,"b8a5ectc34e45l3u1p6na2mq","Scusa "," Извини",16,true,30,"2025-04-19T19:31:04.272Z","2025-04-20T16:56:09.730Z","",""
161,"o7udyiqpwnhhyxi5m0nitrxh","Scusa ","прощение",16,"",30,"2025-04-19T19:31:56.121Z","2025-04-20T16:56:10.397Z","",""
163,"ivcpyzb0kpf4y70ql8yvb01d","Di niente ","Не за что",16,true,30,"2025-04-19T19:32:53.676Z","2025-04-20T16:56:11.072Z","",""
165,"ykjhl5g2gqagplu9rsi6s9r7","Di niente ","удаление",16,"",30,"2025-04-19T19:34:54.455Z","2025-04-20T16:56:11.718Z","",""
167,"oq7jls54v2vxmv6ac30t25en","Sì ","Да",16,true,30,"2025-04-19T19:36:17.181Z","2025-04-20T16:56:12.352Z","",""
169,"xgfagtx26yhd9qvowulokw4w","Sì ","я",16,"",30,"2025-04-19T19:37:10.519Z","2025-04-20T16:56:12.987Z","",""
171,"frqaooebbv3frgv3b6erir08","No ","Нет",16,true,30,"2025-04-19T19:38:11.585Z","2025-04-20T16:56:13.691Z","",""
173,"nkcsd16qx0eyyfb2c93hie4b","No ","ты",16,"",30,"2025-04-19T19:38:53.373Z","2025-04-20T16:56:14.393Z","",""
175,"ml3662lwm89cvm06a00y9mlw","Dove? ","Где?",16,true,30,"2025-04-19T19:39:49.544Z","2025-04-20T16:56:15.110Z","",""
177,"hfqkzmdsyjthrw7goo0cnhu7","Dove? ","куда",16,"",30,"2025-04-19T19:40:42.576Z","2025-04-20T16:56:15.834Z","",""
179,"wt373xjvt0cmktx1vkbdgs0p","Quando? ","Когда",16,true,30,"2025-04-19T19:41:42.646Z","2025-04-20T16:56:16.489Z","",""
181,"fxmlhyt0qe7xiwx8l30ac1kb","Quando? ","куда",16,false,30,"2025-04-19T19:42:26.954Z","2025-04-20T16:56:17.106Z","",""
183,"fjmmi7y79obgg2vwlray6cu1","Perché? "," Почему?",16,true,30,"2025-04-19T19:43:33.644Z","2025-04-20T16:56:17.726Z","",""
185,"ercibxl93mfvj0dw6cbasdws","Perché? ","интерес",16,"",30,"2025-04-19T19:44:31.059Z","2025-04-20T16:56:18.344Z","",""
187,"nvqy8ivmm6zrz98kxucw66yk","Che cosa? "," Что?",16,true,30,"2025-04-19T19:45:29.290Z","2025-04-20T16:56:19.004Z","",""
189,"qg8rlchlr5iemi72ohc5dlep","Che cosa?","сколько",16,"",30,"2025-04-19T19:46:07.478Z","2025-04-20T16:56:19.747Z","",""
191,"gios3kk4v8y1goue0xi2rhyr","Chi? "," Кто?",16,true,30,"2025-04-19T19:46:59.883Z","2025-04-20T16:56:20.411Z","",""
193,"x10v8c5xurgng1v6acqoaf82","Chi? ","кому",16,"",30,"2025-04-19T19:47:43.578Z","2025-04-20T16:56:21.043Z","",""
195,"zalhykrl98cpvi74z7cb9n24","Casa ","Дом",16,true,30,"2025-04-19T19:48:40.148Z","2025-04-20T16:56:21.973Z","",""
197,"laqw9whbrxr0s15bf19hmg7i","Casa ","помещение",16,"",30,"2025-04-19T19:49:37.307Z","2025-04-20T16:56:22.600Z","",""
199,"s62t98m9yhh10fs0cu1f4g28","Amico","Друг",16,true,30,"2025-04-19T19:50:44.119Z","2025-04-20T16:56:23.223Z","",""
201,"owbkmr4o63v1u7xbjbpq9rlb","Amico ","друзья",16,"",30,"2025-04-19T19:51:46.646Z","2025-04-20T16:56:23.912Z","",""
203,"m1bn6edvghyu67f5lpoepklh","Lavoro ","Работа ",16,true,30,"2025-04-19T19:53:17.818Z","2025-04-20T16:56:24.532Z","",""
205,"xegl15o1s433jtoihoq3ot7p","Lavoro ","труд",16,false,30,"2025-04-19T19:54:05.759Z","2025-04-20T16:56:25.152Z","",""
207,"yn51y08zkmrukr8f0tmno7su","Cibo ","Еда",16,true,30,"2025-04-19T19:55:24.747Z","2025-04-20T16:56:25.773Z","",""
209,"isdonx4u21qo7qwyh9gehdpp","Cibo ","продукты",16,"",30,"2025-04-19T19:56:07.936Z","2025-04-20T16:56:26.473Z","",""
211,"pxhmonu5qvdhv4oc3pnr4er2","Acqua "," Вода",16,true,30,"2025-04-19T19:57:11.922Z","2025-04-20T16:56:27.106Z","",""
213,"b8lvdwm0j9pmyles1e41i3gs","Acqua ","озеро",16,"",30,"2025-04-19T19:58:39.044Z","2025-04-20T16:56:27.825Z","",""
215,"wu7qyreno6uiow0w7g9eccum","Caffè ","Кофе",16,true,30,"2025-04-19T20:01:47.441Z","2025-04-20T16:56:28.520Z","",""
217,"b5ks2y63l0opkrmuhyx1x1zc","Macchina ","Машина",16,true,30,"2025-04-19T20:03:44.628Z","2025-04-20T16:56:29.238Z","",""
219,"g8zye0xwxi5hwjyx2ip56i3p","Macchina","транспорт",16,"",30,"2025-04-19T20:05:50.548Z","2025-04-20T16:56:29.965Z","",""
221,"uwx63548ztejqguu751f1xyw","Telefono "," Телефон",16,true,30,"2025-04-19T20:07:00.565Z","2025-04-20T16:56:30.603Z","",""
223,"hjijlh34y34e9b5rfg5iaoho","Telefono ","оператор",16,"",30,"2025-04-19T20:07:56.231Z","2025-04-20T16:56:31.242Z","",""
317,"jgkcgj19h4f7ai088smy3217"," zero ","0",16,true,30,"2025-04-22T14:19:51.002Z","2025-04-22T14:19:51.002Z","",""
319,"o0zq1xv9jxxh1aw3tz74czmp","zero ","10",16,false,30,"2025-04-22T14:20:57.312Z","2025-04-22T14:20:57.312Z","",""
321,"zblku1dsp0wejvilrm0bct3l"," uno","1",16,true,30,"2025-04-22T14:22:12.667Z","2025-04-22T14:22:12.667Z","",""
323,"i6gv3tlo25acoqspuode3ypi"," uno","0",16,false,30,"2025-04-22T14:23:07.163Z","2025-04-22T14:23:07.163Z","",""
325,"exb70qjp63va30o1eqifbjig"," due","2",16,true,30,"2025-04-22T14:24:32.899Z","2025-04-22T14:24:32.899Z","",""
327,"xxgl42wfgumjmzejtwhc61ud","due","1",16,false,30,"2025-04-22T14:25:40.735Z","2025-04-22T14:25:40.735Z","",""
329,"esp2yllxo8u2c2fgzba9p57o","tre","3",16,true,30,"2025-04-22T14:28:04.907Z","2025-04-22T14:28:04.907Z","",""
331,"vh5u5tq0cfd7nqssxwuxfv94","quattro","4",16,true,30,"2025-04-22T14:29:42.008Z","2025-04-22T14:29:42.008Z","",""
333,"jaklh4x9v8uhev4rns4rnsvv","quattro","6",16,false,30,"2025-04-22T14:30:43.785Z","2025-04-22T14:30:43.785Z","",""
335,"cryi61m1k4lu248qvknnu3sq"," tre ","2",16,false,30,"2025-04-22T14:33:58.617Z","2025-04-22T14:33:58.617Z","",""
337,"qf19bysto66tzzt1t9t3oqa5"," cinque","5",16,true,30,"2025-04-22T14:40:20.424Z","2025-04-22T14:40:20.424Z","",""
339,"ngzn9qlua08jqkmukxnf5fat"," cinque","3",16,false,30,"2025-04-22T14:41:17.306Z","2025-04-22T14:41:17.306Z","",""
341,"rpm0pm0w2fk5p07ofhoy721i"," sei ","6",16,true,30,"2025-04-22T14:42:37.297Z","2025-04-22T14:42:37.297Z","",""
343,"kluxvp0qvkpqdaucaferpac7"," sei ","7",16,false,30,"2025-04-22T14:43:54.804Z","2025-04-22T14:43:54.804Z","",""
345,"b9r9v05oalj9lg34d3cdas60"," sette","7",16,true,30,"2025-04-22T14:45:00.549Z","2025-04-22T14:45:00.549Z","",""
347,"mxxvmy2lg3kryvt0ek32tequ","7 – sette","6",16,false,30,"2025-04-22T14:46:03.919Z","2025-04-22T14:46:03.919Z","",""
349,"asq9yiepuf357vpgfj3r4mug","otto","8",16,true,30,"2025-04-22T14:47:03.913Z","2025-04-22T14:47:03.913Z","",""
351,"q6xoczckmgpstqclq2a3ia0a","otto","3",16,false,30,"2025-04-22T14:48:25.662Z","2025-04-22T14:48:25.662Z","",""
353,"ud4fdmhrer0rombzf0brzbi5"," nove","9",16,true,30,"2025-04-22T14:49:25.002Z","2025-04-22T14:49:25.002Z","",""
355,"bkgsaa0n4qrkaqu597fljcvl"," nove","6",16,false,30,"2025-04-22T14:50:20.301Z","2025-04-22T14:50:20.301Z","",""
357,"fog84qjcs4v738rd73s0yh8u","dieci","10",16,true,30,"2025-04-22T14:51:15.793Z","2025-04-22T14:51:15.793Z","",""
359,"ufyolwbwibrqt65f7eyh53jt","dieci","100",16,false,30,"2025-04-22T14:52:24.456Z","2025-04-22T14:52:24.456Z","",""
361,"ddzax5bsp8rgvpe8rn671j1m"," undici","11",16,true,30,"2025-04-22T14:53:35.221Z","2025-04-22T14:53:35.221Z","",""
363,"pd842a54k4tnpjl9kpi0rnh2"," undici","7",16,false,30,"2025-04-22T14:54:41.508Z","2025-04-22T14:54:41.508Z","",""
365,"f5d6bocu58my8t4jc8ndq2dk","dodici ","12",16,true,30,"2025-04-22T14:56:04.362Z","2025-04-22T14:56:04.362Z","",""
369,"wuahiadbmc2n5fuakvhw1b2f"," dodici ","13",16,false,30,"2025-04-22T14:59:23.535Z","2025-04-22T14:59:23.535Z","",""
371,"o5prmcgr04m7fma0ky0xe6qz"," tredici ","13",16,true,30,"2025-04-22T15:00:35.602Z","2025-04-22T15:00:35.602Z","",""
373,"x3tn2z7cm5y1hhsqbuu9s7mn","tredici ","15",16,false,30,"2025-04-22T15:02:08.402Z","2025-04-22T15:02:08.402Z","",""
375,"jby9a40ihw985dt5f5g0c4rh"," quattordici","14",16,true,30,"2025-04-22T15:03:39.150Z","2025-04-22T15:03:39.150Z","",""
377,"qqar06jpq7if8g2fcm4resgd","quattordici","8",16,false,30,"2025-04-22T15:04:53.129Z","2025-04-22T15:04:53.129Z","",""
379,"htabh4mzjjjqalgvmmlblsyl"," quindici","15",16,true,30,"2025-04-22T15:05:58.491Z","2025-04-22T15:05:58.491Z","",""
381,"u07ztpn2a320uzl7y17t9bmn","quindici","20",16,false,30,"2025-04-22T15:07:03.301Z","2025-04-22T15:07:03.301Z","",""
383,"c4ozbpd8ablx1ou88cxoj8mb"," sedici","16",16,true,30,"2025-04-22T15:08:26.712Z","2025-04-22T15:08:26.712Z","",""
389,"sl2lvl9n2rx70reuz1qd73g6"," sedici","21",16,"",30,"2025-04-22T15:13:53.277Z","2025-04-22T15:13:53.277Z","",""
391,"lk2f77edevln68iactw0hn4j","diciassette","17",16,true,30,"2025-04-22T15:15:11.341Z","2025-04-22T15:15:11.341Z","",""
393,"ronp7y46ez2esax1ap1d3uzv"," diciassette","15",16,false,30,"2025-04-22T15:16:23.580Z","2025-04-22T15:16:23.580Z","",""
395,"ozara3j0yzvhmm4vop02df3u"," diciotto ","18",16,true,30,"2025-04-22T15:18:04.133Z","2025-04-22T15:18:04.133Z","",""
397,"x54toli2wmksx9hk2kvza6xh"," diciotto ","10",16,false,30,"2025-04-22T15:19:58.592Z","2025-04-22T15:19:58.592Z","",""
399,"uuhq8ftsy66qswqzlqltshrq"," diciannove","19",16,true,30,"2025-04-22T15:21:03.708Z","2025-04-22T15:21:03.708Z","",""
401,"wh3715mvw181ua7xf4cnsvml"," diciannove","2",16,false,30,"2025-04-22T15:22:12.452Z","2025-04-22T15:22:12.452Z","",""
403,"n5jl87rnvfafrxn1ufmi9top"," venti ","20",16,true,30,"2025-04-22T15:23:34.000Z","2025-04-22T15:23:34.000Z","",""
405,"uu3vcx5fhxy66f7pl2jle0xg"," venti ","10",16,false,30,"2025-04-22T15:25:01.106Z","2025-04-22T15:25:01.106Z","",""
407,"mmhdb2r9gi5nsbvi4bxlnamd"," trenta","30",16,true,30,"2025-04-22T15:26:04.956Z","2025-04-22T15:26:04.956Z","",""
409,"vsnl0b2bw5cw0arnpvvzr4g7","trenta","50",16,false,30,"2025-04-22T15:27:15.568Z","2025-04-22T15:27:15.568Z","",""
411,"ukofkrup0fvm9giz33btocl9","quaranta ","40",16,true,30,"2025-04-22T15:28:35.371Z","2025-04-22T15:28:35.371Z","",""
413,"ehlvk8tcluow4kp2kic8ia8x"," quaranta ","56",16,false,30,"2025-04-22T15:29:43.321Z","2025-04-22T15:29:43.321Z","",""
415,"y4ueq7rpx8ap0nx31tdwljon","cinquanta","50",16,true,30,"2025-04-22T15:30:56.084Z","2025-04-22T15:30:56.084Z","",""
